fold_index,erm,dann,instance_norm
0,0.8358898162841797,0.8032856980959574,0.8063356876373291
1,0.8374535242716471,0.8325779040654501,0.8624542752901713
2,0.8065565427144369,0.7798736294110616,0.8302365144093832
3,0.8905508120854696,0.8621794978777567,0.8694800535837809
4,0.8690301974614462,0.8458211223284403,0.9111842115720113
